Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26
GENESIS-Tabelle: 48121-0002;;;;;;;;;;;;;;;;;;;;;;;;;
Unternehmen, Tätige Personen, Umsatz und weitere betriebs-;;;;;;;;;;;;;;;;;;;;;;;;;
und volkswirtschaftliche Kennzahlen: Deutschland, Jahre,;;;;;;;;;;;;;;;;;;;;;;;;;
Unternehmensgröße, Wirtschaftszweige;;;;;;;;;;;;;;;;;;;;;;;;;
Statistik für kleine und mittlere Unternehmen;;;;;;;;;;;;;;;;;;;;;;;;;
Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Unternehmen;Unternehmen (EU);Tätige Personen;Umsatz;Umsatz je tätige Person;Bruttoinvestitionen in Sachanlagen;Bruttoinvestitionen in Sachanl. je tätige Person;Unternehmen mit Investitionen;Bruttowertschöpfung zu Faktorkosten;Bruttowertschöpf. zu Faktorkosten je tätige Person;Bruttobetriebsüberschuss;Bruttobetriebsüberschuss je tätige Person;Personalaufwendungen;Personalaufwendungen je tätige Person;Bruttolöhne und -gehälter;Sozialversicherungskosten;Produktionswert;Waren- und Dienstleistungskäufe;Käufe v.Waren u.DL z.Wiederverk. i.unveränd. Zust.;Aufwendungen für Leiharbeitnehmer;Lohn- und Gehaltsempfänger;Lohn- und Gehaltsempfänger in Vollzeiteinheiten
;;;;Anzahl;Anzahl;Anzahl;Mill. EUR;EUR;Mill. EUR;EUR;Anzahl;Mill. EUR;EUR;Mill. EUR;EUR;Mill. EUR;EUR;Mill. EUR;Mill. EUR;Mill. EUR;Mill. EUR;Mill. EUR;Mill. EUR;Anzahl;Anzahl
2017;Großunternehmen;WZ08-M;Freiberufliche, wiss. u. techn. Dienstleistungen;1004;.;647833;123374;190441;3205;4947;847;49677;76683;4805;7417;44872;69265;.;.;.;.;.;.;.;.
2017;Großunternehmen;WZ08-N;Sonstige wirtschaftliche Dienstleistungen;2396;.;1810271;134294;74184;20027;11063;1973;65254;36046;20558;11356;44695;24690;.;.;.;.;.;.;.;.
2017;Großunternehmen;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;14;.;4527;555;122531;9;1977;13;244;53858;61;13560;182;40298;.;.;.;.;.;.;.;.
2017;Großunternehmen;;Insgesamt;18589;.;11661458;4394132;376808;150943;12944;16435;923504;79193;313989;26925;609514;52267;.;.;.;.;.;.;.;.
2017;Insgesamt;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;1615;.;52296;12237;233995;1150;21998;1251;4785;91492;1714;32784;3070;58707;.;.;.;.;.;.;.;.
2017;Insgesamt;WZ08-C;Verarbeitendes Gewerbe;190541;.;7409552;2193358;296018;65559;8848;127862;592027;79901;178056;24031;413971;55870;.;.;.;.;.;.;.;.
2017;Insgesamt;WZ08-D;Energieversorgung;2028;.;234461;536535;2288376;12236;52189;1714;45545;194255;27317;116509;18228;77746;.;.;.;.;.;.;.;.
2017;Insgesamt;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;5570;.;245569;62503;254522;7085;28850;4902;25535;103984;13754;56007;11782;47977;.;.;.;.;.;.;.;.
2017;Insgesamt;WZ08-F;Baugewerbe;338475;.;2304882;263823;114463;7589;3293;185807;109329;47434;35730;15502;73599;31932;.;.;.;.;.;.;.;.
2017;Insgesamt;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;590992;.;6416027;2087497;325357;29145;4542;235403;304320;47431;111368;17358;192952;30073;.;.;.;.;.;.;.;.
2017;Insgesamt;WZ08-H;Verkehr und Lagerei;109660;.;2414951;330676;136929;28066;11622;59018;111423;46139;35921;14874;75502;31264;.;.;.;.;.;.;.;.
2017;Insgesamt;WZ08-I;Gastgewerbe;234948;.;2374448;92988;39162;4162;1753;126842;44430;18712;15046;6337;29384;12375;.;.;.;.;.;.;.;.
2017;Insgesamt;WZ08-J;Information und Kommunikation;132769;.;1299955;280545;215811;13892;10686;59770;121966;93823;49437;38030;72528;55793;.;.;.;.;.;.;.;.
2017;Insgesamt;WZ08-L;Grundstücks- und Wohnungswesen;160769;.;503744;135751;269485;57994;115126;56416;80918;160633;67768;134528;13150;26104;.;.;.;.;.;.;.;.
2017;Insgesamt;WZ08-M;Freiberufliche, wiss. u. techn. Dienstleistungen;513416;.;2834945;336457;118682;10712;3778;213774;172865;60977;57093;20139;115773;40838;.;.;.;.;.;.;.;.
2017;Insgesamt;WZ08-N;Sonstige wirtschaftliche Dienstleistungen;210657;.;3631782;237214;65316;27223;7496;100793;122938;33851;42169;11611;80769;22239;.;.;.;.;.;.;.;.
2017;Insgesamt;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;12931;.;45718;3575;78205;86;1872;4764;1569;34317;672;14693;897;19624;.;.;.;.;.;.;.;.
2017;Insgesamt;;Insgesamt;2504372;.;29768330;6573160;220810;264898;8899;1178316;1737650;58372;636045;21366;1101605;37006;.;.;.;.;.;.;.;.
2018;Kleinstunternehmen;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;-;784;2264;288;127106;89;39497;569;157;69419;121;53484;36;15935;30;7;279;124;7;1;1524;1430
2018;Kleinstunternehmen;WZ08-C;Verarbeitendes Gewerbe;-;130396;461713;36110;78209;1509;3268;69364;17206;37266;8073;17484;9134;19782;7584;1550;34807;18817;1445;266;328842;288711
2018;Kleinstunternehmen;WZ08-D;Energieversorgung;-;65700;98388;8827;89719;20;201;51;7245;73635;6760;68705;485;4931;379;106;8827;1357;0;.;13381;13349
2018;Kleinstunternehmen;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;-;6301;17023;2756;161923;406;23867;1245;1549;90966;990;58169;558;32797;452;106;2758;1185;5;3;15348;14314
2018;Kleinstunternehmen;WZ08-F;Baugewerbe;-;295779;898009;67263;74902;2440;2717;143378;29183;32498;12813;14268;16370;18229;12755;3615;68351;37345;315;0;593234;423904
2018;Kleinstunternehmen;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;-;463564;1347855;146920;109003;2623;1946;145135;36800;27302;18991;14090;17809;13213;14575;3233;61603;109118;86236;207;899884;668857
2018;Kleinstunternehmen;WZ08-H;Verkehr und Lagerei;-;77273;232208;15517;66823;1500;6462;31612;7871;33898;4669;20107;3202;13791;2571;632;14148;7455;1405;69;152138;119663
2018;Kleinstunternehmen;WZ08-I;Gastgewerbe;-;169877;654305;23604;36075;865;1323;77539;10835;16560;6318;9656;4518;6905;3565;953;23578;12390;238;53;459787;284069
2018;Kleinstunternehmen;WZ08-J;Information und Kommunikation;-;113527;236386;18661;78944;570;2410;41023;11129;47078;6337;26810;4791;20268;4043;748;16478;7330;2326;10;115072;96974
2018;Kleinstunternehmen;WZ08-L;Grundstücks- und Wohnungswesen;-;155096;305964;34110;111483;20770;67883;46321;21044;68779;17776;58099;3268;10680;2721;546;33695;13353;1913;9;131666;101042
2018;Kleinstunternehmen;WZ08-M;Freiberufliche, wiss. u. techn. Dienstleistungen;-;452962;974202;70370;72233;2774;2847;164092;45382;46583;30225;31025;15157;15558;12645;2511;65071;24251;5773;71;487038;384137
2018;Kleinstunternehmen;WZ08-N;Sonstige wirtschaftliche Dienstleistungen;-;182566;464412;27385;58967;3419;7362;76434;15828;34082;10283;22142;5545;11940;4506;1039;24378;11250;3340;28;271833;206569
2018;Kleinstunternehmen;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;-;13111;29193;1594;54588;42;1424;3951;737;25257;451;15459;286;9798;232;54;1329;837;272;.;15196;11817
2018;Kleinstunternehmen;;Insgesamt;-;2126937;5721920;453405;79240;37027;6471;800714;204966;35821;123807;21637;81159;14184;66059;15100;355302;244813;103277;720;3484941;2614836
2018;Kleine Unternehmen;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;-;584;8500;2131;250716;180;21130;521;816;96004;435;51226;381;44778;312;68;2054;1295;67;16;8315;7660
2018;Kleine Unternehmen;WZ08-C;Verarbeitendes Gewerbe;-;54426;1091833;117350;107480;3468;3176;41453;51926;47559;14435;13221;37491;34337;31026;6465;114162;65791;3972;1001;1056961;923316
2018;Kleine Unternehmen;WZ08-D;Energieversorgung;-;1239;12623;4424;350484;575;45591;394;2474;195993;2081;164828;393;31165;314;79;4428;1856;8;.;7658;7085
2018;Kleine Unternehmen;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;-;2864;47972;9857;205478;1907;39747;2192;5041;105084;3039;63347;2002;41737;1609;393;9829;4744;74;22;47574;42686
2018;Kleine Unternehmen;WZ08-F;Baugewerbe;-;56384;958487;108404;113099;3026;3157;41413;47709;49775;14876;15521;32832;34254;25616;7216;111454;64785;577;2;925372;830300
2018;Kleine Unternehmen;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;-;97401;1501084;280729;187018;4341;2892;62622;61719;41116;22343;14884;39377;26232;32396;6980;97031;219544;186729;422;1425103;1089397
2018;Kleine Unternehmen;WZ08-H;Verkehr und Lagerei;-;25707;494823;42085;85050;3636;7349;19041;19331;39067;7442;15041;11889;24026;9669;2219;34496;22366;7515;493;466903;366203
2018;Kleine Unternehmen;WZ08-I;Gastgewerbe;-;58605;1113522;38232;34335;1393;1251;43682;19777;17761;6772;6082;13005;11679;10525;2480;38262;18069;325;165;1046631;637438
2018;Kleine Unternehmen;WZ08-J;Information und Kommunikation;-;12928;250729;28009;111710;818;3261;10110;15429;61538;3780;15076;11649;46462;9829;1820;22665;13038;6061;74;234327;201738
2018;Kleine Unternehmen;WZ08-L;Grundstücks- und Wohnungswesen;-;10321;109901;29480;268242;12314;112047;7150;17542;159615;13980;127203;3562;32412;2952;610;25851;11844;4376;15;96981;73039
2018;Kleine Unternehmen;WZ08-M;Freiberufliche, wiss. u. techn. Dienstleistungen;-;41853;726902;72285;99442;1710;2352;34274;44658;61436;16993;23377;27665;38059;23036;4630;62950;28325;10600;121;658758;528132
2018;Kleine Unternehmen;WZ08-N;Sonstige wirtschaftliche Dienstleistungen;-;29475;564455;35974;63732;4279;7580;20093;19691;34885;7322;12972;12369;21913;10098;2270;28666;16128;7544;126;532504;387046
2018;Kleine Unternehmen;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;-;511;9209;799;86727;22;2359;392;367;39837;101;10919;266;28917;219;47;571;433;235;.;8720;7230
2018;Kleine Unternehmen;;Insgesamt;-;392298;6890040;769758;111720;37668;5467;283336;306481;44482;113599;16487;192882;27994;157603;35278;552419;468215;228084;2461;6515808;5101270
2018;Mittlere Unternehmen;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;-;144;12009;2637;219568;240;19953;138;989;82380;403;33577;586;48804;480;106;2592;1676;90;20;11816;11078
2018;Mittlere Unternehmen;WZ08-C;Verarbeitendes Gewerbe;-;15888;1509830;230820;152878;8298;5496;14625;86163;57068;21242;14069;64922;42999;53884;11038;222417;147147;10788;3054;1496677;1372503
2018;Mittlere Unternehmen;WZ08-D;Energieversorgung;-;579;25461;13774;541002;1209;47493;492;4649;182581;3276;128660;1373;53922;1089;284;13851;8892;53;9;23131;21357
2018;Mittlere Unternehmen;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;-;1002;73945;17318;234205;2232;30179;913;7478;101133;4042;54665;3436;46468;2763;673;17104;9798;286;70;73663;68570
2018;Mittlere Unternehmen;WZ08-F;Baugewerbe;-;4547;334337;57365;171577;1966;5880;4039;22977;68723;8300;24826;14676;43896;11491;3185;60137;38558;517;5;330783;318342
2018;Mittlere Unternehmen;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;-;17039;971388;292104;300708;4741;4881;13771;52397;53940;19180;19745;33217;34195;27603;5614;85876;241073;209823;657;955919;778922
2018;Mittlere Unternehmen;WZ08-H;Verkehr und Lagerei;-;4922;407824;48485;118887;3268;8014;4376;18675;45793;6318;15493;12357;30300;10172;2185;35374;29678;13238;423;401179;332892
2018;Mittlere Unternehmen;WZ08-I;Gastgewerbe;-;5647;460633;20322;44118;1452;3152;5049;10254;22260;2846;6178;7408;16083;6106;1302;20344;10019;276;274;450452;291775
2018;Mittlere Unternehmen;WZ08-J;Information und Kommunikation;-;2792;260330;37377;143576;1089;4184;2488;18955;72812;4258;16358;14697;56454;12473;2224;29385;18177;8109;102;256477;226861
2018;Mittlere Unternehmen;WZ08-L;Grundstücks- und Wohnungswesen;-;1442;59174;25937;438317;8821;149075;1265;14617;247024;11753;198617;2864;48407;2360;504;20892;11460;5784;15;55758;46419
2018;Mittlere Unternehmen;WZ08-M;Freiberufliche, wiss. u. techn. Dienstleistungen;-;4598;367087;51362;139917;1511;4115;4058;27155;73973;7546;20555;19609;53418;16582;3027;41639;24186;10342;158;355797;304403
2018;Mittlere Unternehmen;WZ08-N;Sonstige wirtschaftliche Dienstleistungen;-;7265;716115;37345;52150;1903;2657;5670;22007;30732;5117;7145;16891;23587;13936;2955;30554;15276;7050;210;707818;512931
2018;Mittlere Unternehmen;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;-;57;4520;501;110761;10;2286;49;228;50393;62;13759;166;36634;137;28;376;268;124;12;4449;4064
2018;Mittlere Unternehmen;;Insgesamt;-;65921;5202654;835347;160562;36741;7062;56933;286544;55077;94343;18134;192202;36943;159076;33126;580543;556209;266479;5009;5123920;4290115
2018;Großunternehmen;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;-;28;24619;18883;767024;1002;40715;28;3559;144583;1391;56489;2169;88094;1529;640;13988;12916;4709;54;24499;23713
2018;Großunternehmen;WZ08-C;Verarbeitendes Gewerbe;-;5332;5060491;1970224;389334;63371;12523;5241;494905;97798;140064;27678;354841;70120;289774;65068;1649652;1457663;338564;16882;5051790;4841025
2018;Großunternehmen;WZ08-D;Energieversorgung;-;466;239002;588340;2461653;13095;54790;442;41823;174992;22428;93839;19396;81153;14884;4512;582677;543135;6740;210;237407;225598
2018;Großunternehmen;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;-;228;149377;39487;264345;4079;27307;222;14565;97507;6758;45239;7808;52268;6182;1626;36315;25283;3520;291;149117;140831
2018;Großunternehmen;WZ08-F;Baugewerbe;-;477;284111;70160;246945;2654;9341;460;23440;82503;7580;26679;15860;55824;12665;3195;71253;51034;3285;49;282810;274092
2018;Großunternehmen;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;-;4194;2704031;1310984;484826;20178;7462;3836;168236;62217;61821;22862;106416;39355;88752;17664;311573;1155164;1018277;3974;2696316;2151364
2018;Großunternehmen;WZ08-H;Verkehr und Lagerei;-;931;1240569;234575;189087;20739;16717;835;67022;54026;16763;13513;50259;40513;40840;9419;150308;168519;85341;2135;1237926;1002332
2018;Großunternehmen;WZ08-I;Gastgewerbe;-;403;295063;20641;69956;1411;4783;392;10031;33995;2958;10025;7073;23970;5843;1230;20491;10802;557;423;294054;213548
2018;Großunternehmen;WZ08-J;Information und Kommunikation;-;763;774701;215603;278304;12409;16017;728;87211;112573;34579;44635;52632;67938;43637;8995;154590;136603;63451;849;772455;664569
2018;Großunternehmen;WZ08-L;Grundstücks- und Wohnungswesen;-;196;75760;35417;467484;8562;113009;184;18940;250001;14548;192030;4392;57971;3633;759;28785;16611;7330;62;73506;65175
2018;Großunternehmen;WZ08-M;Freiberufliche, wiss. u. techn. Dienstleistungen;-;812;649515;119374;183790;3894;5996;759;50973;78479;6804;10476;44169;68003;37152;7017;91109;71358;28861;500;642684;550211
2018;Großunternehmen;WZ08-N;Sonstige wirtschaftliche Dienstleistungen;-;1928;1804909;147849;81915;22528;12482;1693;78866;43695;31755;17594;47110;26101;38916;8194;102310;71449;49064;765;1801320;1324354
2018;Großunternehmen;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;-;10;4078;354;86699;4;984;10;98;24011;-40;-9914;138;33926;115;23;243;250;107;5;4067;3272
2018;Großunternehmen;;Insgesamt;-;15769;13306226;4771891;358621;173925;13071;14830;1059670;79637;347407;26109;712263;53529;583921;128342;3213293;3720786;1609806;26200;13267951;11480085
2018;Insgesamt;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;-;1540;47392;23939;505126;1511;31883;1257;5522;116517;2350;49596;3172;66922;2351;821;18913;16012;4873;91;46154;43880
2018;Insgesamt;WZ08-C;Verarbeitendes Gewerbe;-;206043;8123868;2354504;289825;76645;9435;130683;650201;80036;183813;22626;466388;57410;382268;84120;2021038;1689418;354768;21203;7934269;7425554
2018;Insgesamt;WZ08-D;Energieversorgung;-;67984;375474;615366;1638904;14899;39681;1379;56191;149653;34544;92001;21647;57653;16666;4981;609782;555240;6802;221;281577;267389
2018;Insgesamt;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;-;10395;288317;69419;240773;8624;29910;4572;28633;99311;14829;51433;13804;47879;11007;2797;66006;41009;3884;386;285702;266401
2018;Insgesamt;WZ08-F;Baugewerbe;-;357187;2474944;303191;122504;10086;4075;189289;123309;49823;43569;17604;79739;32219;62527;17212;311195;191721;4695;56;2132200;1846637
2018;Insgesamt;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;-;582198;6524359;2030737;311255;31883;4887;225363;319152;48917;122334;18750;196818;30167;163326;33492;556083;1724899;1501065;5260;5977223;4688540
2018;Insgesamt;WZ08-H;Verkehr und Lagerei;-;108834;2375423;340662;143411;29144;12269;55863;112900;47528;35193;14816;77707;32713;63251;14455;234326;228018;107499;3120;2258145;1821090
2018;Insgesamt;WZ08-I;Gastgewerbe;-;234532;2523523;102800;40737;5122;2030;126662;50897;20169;18893;7487;32004;12682;26039;5965;102674;51280;1396;915;2250924;1426829
2018;Insgesamt;WZ08-J;Information und Kommunikation;-;130010;1522146;299650;196860;14885;9779;54349;132724;87195;48955;32162;83769;55034;69982;13787;223118;175148;79947;1035;1378331;1190143
2018;Insgesamt;WZ08-L;Grundstücks- und Wohnungswesen;-;167054;550798;124943;226840;50466;91624;54919;72143;130979;58057;105405;14086;25574;11666;2420;109223;53268;19404;102;357911;285676
2018;Insgesamt;WZ08-M;Freiberufliche, wiss. u. techn. Dienstleistungen;-;500226;2717706;313390;115314;9889;3639;203182;168168;61878;61567;22654;106600;39224;89415;17185;260769;148120;55577;851;2144276;1766884
2018;Insgesamt;WZ08-N;Sonstige wirtschaftliche Dienstleistungen;-;221234;3549890;248553;70017;32129;9051;103890;136392;38421;54477;15346;81915;23075;67456;14459;185908;114102;66997;1130;3313476;2430901
2018;Insgesamt;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;-;13689;47000;3246;69074;78;1652;4402;1430;30423;574;12204;856;18219;704;152;2520;1788;738;20;32432;26383
2018;Insgesamt;;Insgesamt;-;2600925;31120840;6830401;219480;285361;9169;1155811;1857661;59692;679156;21823;1178505;37869;966659;211846;4701556;4990023;2207646;34390;28392620;23486305
2019;Kleinstunternehmen;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;-;937;3358;391;116479;28;8242;471;184;54897;112;33494;72;21403;58;13;374;203;16;3;2562;2387
2019;Kleinstunternehmen;WZ08-C;Verarbeitendes Gewerbe;-;136114;475227;37645;79215;1371;2886;71673;17025;35825;7555;15897;9470;19928;7822;1648;36167;20406;1510;275;346262;304964
2019;Kleinstunternehmen;WZ08-D;Energieversorgung;-;70558;105280;8906;84590;16;150;44;7128;67709;6569;62396;559;5312;435;124;8905;1562;2;0;15399;15369
2019;Kleinstunternehmen;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;-;6202;16817;2789;165822;463;27530;1281;1568;93235;990;58877;578;34358;467;111;2792;1198;4;3;15239;14176
2019;Kleinstunternehmen;WZ08-F;Baugewerbe;-;311104;971233;75018;77240;2444;2516;153620;32096;33047;12282;12646;19814;20401;15472;4342;76414;41239;656;0;670141;512368
2019;Kleinstunternehmen;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;-;453990;1312519;146099;111312;2734;2083;142311;37655;28689;19877;15144;17778;13545;14520;3258;62471;107565;84676;180;866489;648590
2019;Kleinstunternehmen;WZ08-H;Verkehr und Lagerei;-;78544;231958;14175;61112;1446;6232;30051;7472;32211;4440;19142;3031;13069;2419;612;12847;6611;1471;49;152843;119474
2019;Kleinstunternehmen;WZ08-I;Gastgewerbe;-;172342;663420;24678;37198;723;1090;68806;11395;17176;6455;9730;4940;7446;3913;1027;24650;12862;229;56;465351;296634
2019;Kleinstunternehmen;WZ08-J;Information und Kommunikation;-;110850;229760;17715;77100;2488;10830;40377;10765;46855;6379;27765;4386;19090;3732;654;15205;6978;2874;14;110342;92226
2019;Kleinstunternehmen;WZ08-L;Grundstücks- und Wohnungswesen;-;149384;299739;30035;100205;17798;59379;43864;21262;70934;18095;60368;3167;10567;2631;536;31287;11188;2078;7;131509;98099
2019;Kleinstunternehmen;WZ08-M;Freiberufliche, wiss. u. techn. Dienstleistungen;-;442690;936689;63900;68219;3642;3888;156307;44082;47061;30167;32206;13915;14856;11559;2356;60635;20307;4923;39;464352;365748
2019;Kleinstunternehmen;WZ08-N;Sonstige wirtschaftliche Dienstleistungen;-;179382;459389;25529;55571;2318;5046;71758;14817;32254;9114;19839;5704;12416;4638;1066;22200;10420;3737;19;269337;203971
2019;Kleinstunternehmen;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;-;11766;24932;1257;50408;36;1428;3539;606;24305;379;15205;227;9099;181;45;925;627;333;0;12253;9677
2019;Kleinstunternehmen;;Insgesamt;-;2123862;5730320;448135;78204;35506;6196;784102;206056;35959;122414;21363;83642;14596;67850;15792;354872;241165;102509;647;3522078;2683683
2019;Kleine Unternehmen;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;-;462;8559;1639;191542;206;24046;426;775;90554;389;45421;386;45133;313;73;1563;843;66;9;8085;7495
2019;Kleine Unternehmen;WZ08-C;Verarbeitendes Gewerbe;-;55238;1095323;119277;108897;3779;3450;41841;52649;48067;14191;12956;38459;35112;31727;6732;115774;66614;4061;967;1057329;928114
2019;Kleine Unternehmen;WZ08-D;Energieversorgung;-;1156;12108;4060;335312;356;29392;389;2230;184197;1836;151656;394;32541;313;81;4062;1743;12;0;7607;7059
2019;Kleine Unternehmen;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;-;2812;47192;9940;210635;2096;44406;2204;5023;106447;2982;63183;2042;43264;1634;407;9929;4855;69;21;46792;41838
2019;Kleine Unternehmen;WZ08-F;Baugewerbe;-;60281;1008140;117938;116985;3549;3521;46281;50883;50472;13686;13575;37197;36897;28962;8235;121815;72637;991;0;977687;890636
2019;Kleine Unternehmen;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;-;98984;1512791;287604;190115;4303;2844;63213;62939;41604;22222;14690;40716;26915;33432;7284;99272;224730;191010;356;1429268;1088073
2019;Kleine Unternehmen;WZ08-H;Verkehr und Lagerei;-;21608;434826;32684;75165;3187;7328;15595;16342;37582;5600;12880;10741;24702;8720;2021;28086;16265;4804;143;411929;330270
2019;Kleine Unternehmen;WZ08-I;Gastgewerbe;-;57987;1092886;39776;36396;1688;1544;40315;20436;18699;6756;6182;13680;12517;11014;2666;39812;18932;309;176;1028669;625258
2019;Kleine Unternehmen;WZ08-J;Information und Kommunikation;-;12628;239891;24998;104206;1910;7961;9951;14310;59650;3108;12957;11201;46693;9387;1814;21031;11292;4885;19;223886;191126
2019;Kleine Unternehmen;WZ08-L;Grundstücks- und Wohnungswesen;-;8710;110243;23285;211218;12339;111926;6340;13606;123418;9982;90545;3624;32873;3009;615;20178;10141;4069;16;98118;74102
2019;Kleine Unternehmen;WZ08-M;Freiberufliche, wiss. u. techn. Dienstleistungen;-;38153;674139;62845;93223;2699;4003;30376;40754;60454;14007;20778;26747;39676;22265;4482;56006;22960;8211;93;615127;495639
2019;Kleine Unternehmen;WZ08-N;Sonstige wirtschaftliche Dienstleistungen;-;27060;540244;32019;59267;2057;3808;18916;18033;33379;6306;11673;11726;21706;9580;2146;26397;14068;6124;130;511202;365301
2019;Kleine Unternehmen;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;-;537;9924;924;93136;25;2486;442;406;40876;103;10408;302;30468;250;53;646;506;274;2;9373;7812
2019;Kleine Unternehmen;;Insgesamt;-;385616;6786266;756990;111547;38192;5628;276289;298386;43969;101169;14908;197217;29061;160607;36609;544570;465586;224886;1931;6425072;5052723
2019;Mittlere Unternehmen;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;-;135;11023;2528;229364;225;20387;131;1036;93947;480;43570;555;50377;453;102;2474;1484;66;10;10828;10061
2019;Mittlere Unternehmen;WZ08-C;Verarbeitendes Gewerbe;-;15814;1493576;232715;155811;8495;5688;14358;87139;58343;20783;13915;66357;44428;54878;11478;224758;146497;9959;2580;1480853;1361361
2019;Mittlere Unternehmen;WZ08-D;Energieversorgung;-;578;25068;13546;540364;1202;47938;487;4575;182508;3180;126840;1395;55667;1111;284;13619;8721;37;7;22944;21047
2019;Mittlere Unternehmen;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;-;982;72822;16771;230297;2311;31740;910;7405;101685;3923;53874;3482;47811;2796;686;16592;9316;250;69;72541;67613
2019;Mittlere Unternehmen;WZ08-F;Baugewerbe;-;4946;366002;63337;173052;2078;5677;4490;25029;68386;8103;22139;16926;46247;13149;3777;65903;41537;537;10;362390;348747
2019;Mittlere Unternehmen;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;-;17624;986970;308586;312660;4809;4873;14257;56800;57550;21686;21972;35115;35578;29141;5973;94402;253624;218389;628;970782;793690
2019;Mittlere Unternehmen;WZ08-H;Verkehr und Lagerei;-;4731;410470;45869;111748;3434;8366;4049;20464;49856;7680;18710;12785;31146;10486;2299;35318;25223;10609;423;404026;335936
2019;Mittlere Unternehmen;WZ08-I;Gastgewerbe;-;5433;459816;21000;45670;1161;2525;4729;10177;22132;2337;5083;7839;17049;6414;1425;20955;10777;288;284;450835;293984
2019;Mittlere Unternehmen;WZ08-J;Information und Kommunikation;-;2887;257463;37068;143975;989;3843;2629;18888;73362;4028;15646;14860;57716;12560;2300;29687;18181;7823;120;253713;224659
2019;Mittlere Unternehmen;WZ08-L;Grundstücks- und Wohnungswesen;-;1432;65622;26072;397302;8568;130571;1252;15112;230293;11695;178220;3417;52074;2815;602;21471;11519;5698;12;62668;53132
2019;Mittlere Unternehmen;WZ08-M;Freiberufliche, wiss. u. techn. Dienstleistungen;-;4680;391677;54347;138755;1770;4519;4180;29817;76126;9265;23654;20552;52472;17297;3255;45321;26187;10802;167;379052;320995
2019;Mittlere Unternehmen;WZ08-N;Sonstige wirtschaftliche Dienstleistungen;-;7288;703348;40869;58107;3110;4422;5657;22764;32365;4476;6363;18288;26001;15019;3269;32814;17959;8204;283;694447;504073
2019;Mittlere Unternehmen;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;-;65;5284;615;116451;9;1648;59;264;49872;50;9521;213;40352;176;37;435;344;179;5;5227;4788
2019;Mittlere Unternehmen;;Insgesamt;-;66596;5249140;863323;164469;38161;7270;57189;299470;57051;97686;18610;201784;38441;166297;35487;603748;571369;272839;4598;5170308;4340087
2019;Großunternehmen;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;-;26;16632;6454;388036;492;29605;26;1722;103566;549;33011;1173;70555;950;223;4597;4686;1867;27;16526;15917
2019;Großunternehmen;WZ08-C;Verarbeitendes Gewerbe;-;5384;5172076;2003791;387425;65033;12574;5291;501938;97048;131532;25431;370406;71616;303287;67119;1674673;1470015;341405;14483;5163033;4938987
