Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26
GENESIS-Tabelle: 48121-0002;;;;;;;;;;;;;;;;;;;;;;;;;
Unternehmen, Tätige Personen, Umsatz und weitere betriebs-;;;;;;;;;;;;;;;;;;;;;;;;;
und volkswirtschaftliche Kennzahlen: Deutschland, Jahre,;;;;;;;;;;;;;;;;;;;;;;;;;
Unternehmensgröße, Wirtschaftszweige;;;;;;;;;;;;;;;;;;;;;;;;;
Statistik für kleine und mittlere Unternehmen;;;;;;;;;;;;;;;;;;;;;;;;;
Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Unternehmen;Unternehmen (EU);Tätige Personen;Umsatz;Umsatz je tätige Person;Bruttoinvestitionen in Sachanlagen;Bruttoinvestitionen in Sachanl. je tätige Person;Unternehmen mit Investitionen;Bruttowertschöpfung zu Faktorkosten;Bruttowertschöpf. zu Faktorkosten je tätige Person;Bruttobetriebsüberschuss;Bruttobetriebsüberschuss je tätige Person;Personalaufwendungen;Personalaufwendungen je tätige Person;Bruttolöhne und -gehälter;Sozialversicherungskosten;Produktionswert;Waren- und Dienstleistungskäufe;Käufe v.Waren u.DL z.Wiederverk. i.unveränd. Zust.;Aufwendungen für Leiharbeitnehmer;Lohn- und Gehaltsempfänger;Lohn- und Gehaltsempfänger in Vollzeiteinheiten
;;;;Anzahl;Anzahl;Anzahl;Mill. EUR;EUR;Mill. EUR;EUR;Anzahl;Mill. EUR;EUR;Mill. EUR;EUR;Mill. EUR;EUR;Mill. EUR;Mill. EUR;Mill. EUR;Mill. EUR;Mill. EUR;Mill. EUR;Anzahl;Anzahl
2008;Kleinstunternehmen;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;898;.;3440;450;130934;21;5992;470;198;57672;-;-;-;-;.;.;.;.;.;.;.;.
2008;Kleinstunternehmen;WZ08-C;Verarbeitendes Gewerbe;118136;.;459668;31664;68884;1382;3007;70009;14160;30805;-;-;-;-;.;.;.;.;.;.;.;.
2008;Kleinstunternehmen;WZ08-D;Energieversorgung;205;.;431;178;413671;24;56356;133;54;126063;-;-;-;-;.;.;.;.;.;.;.;.
2008;Kleinstunternehmen;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;1573;.;5243;1366;260567;448;85520;1393;762;145267;-;-;-;-;.;.;.;.;.;.;.;.
2008;Kleinstunternehmen;WZ08-F;Baugewerbe;199393;.;585617;43196;73761;1153;1969;91750;17041;29100;-;-;-;-;.;.;.;.;.;.;.;.
2008;Kleinstunternehmen;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;363397;.;1111377;103931;93515;1534;1380;80146;25425;22877;-;-;-;-;.;.;.;.;.;.;.;.
2008;Kleinstunternehmen;WZ08-H;Verkehr und Lagerei;63896;.;192187;13051;67905;1299;6761;28945;6787;35313;-;-;-;-;.;.;.;.;.;.;.;.
2008;Kleinstunternehmen;WZ08-I;Gastgewerbe;140870;.;482594;16153;33472;388;805;40673;7283;15091;-;-;-;-;.;.;.;.;.;.;.;.
2008;Kleinstunternehmen;WZ08-J;Information und Kommunikation;71945;.;149287;12409;83119;458;3065;35893;7243;48517;-;-;-;-;.;.;.;.;.;.;.;.
2008;Kleinstunternehmen;WZ08-L;Grundstücks- und Wohnungswesen;176044;.;292099;29383;100592;19099;65385;43441;21377;73185;-;-;-;-;.;.;.;.;.;.;.;.
2008;Kleinstunternehmen;WZ08-M;Freiberufliche, wiss. u. techn. Dienstleistungen;298251;.;704484;48058;68217;2293;3255;146673;31084;44123;-;-;-;-;.;.;.;.;.;.;.;.
2008;Kleinstunternehmen;WZ08-N;Sonstige wirtschaftliche Dienstleistungen;93688;.;248081;14804;59675;1491;6011;45433;8641;34830;-;-;-;-;.;.;.;.;.;.;.;.
2008;Kleinstunternehmen;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;-;.;-;-;-;-;-;-;-;-;-;-;-;-;.;.;.;.;.;.;.;.
2008;Kleinstunternehmen;;Insgesamt;1528297;.;4234508;314643;74304;29592;6988;584960;140055;33075;-;-;-;-;.;.;.;.;.;.;.;.
2008;Kleine Unternehmen;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;645;.;11034;1954;177065;232;21062;563;792;71775;-;-;-;-;.;.;.;.;.;.;.;.
2008;Kleine Unternehmen;WZ08-C;Verarbeitendes Gewerbe;55042;.;1054008;109035;103448;4076;3868;45800;43486;41258;-;-;-;-;.;.;.;.;.;.;.;.
2008;Kleine Unternehmen;WZ08-D;Energieversorgung;371;.;3909;1937;495424;259;66250;329;518;132464;-;-;-;-;.;.;.;.;.;.;.;.
2008;Kleine Unternehmen;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;2055;.;34341;7529;219246;1720;50094;1823;3907;113779;-;-;-;-;.;.;.;.;.;.;.;.
2008;Kleine Unternehmen;WZ08-F;Baugewerbe;33934;.;607340;61681;101559;1313;2161;25675;35338;58185;-;-;-;-;.;.;.;.;.;.;.;.
2008;Kleine Unternehmen;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;73292;.;1137105;206661;181743;3045;2678;40807;41787;36749;-;-;-;-;.;.;.;.;.;.;.;.
2008;Kleine Unternehmen;WZ08-H;Verkehr und Lagerei;20532;.;379976;40163;105698;3745;9855;15245;18900;49740;-;-;-;-;.;.;.;.;.;.;.;.
2008;Kleine Unternehmen;WZ08-I;Gastgewerbe;30143;.;540471;17397;32189;644;1192;19645;8630;15968;-;-;-;-;.;.;.;.;.;.;.;.
2008;Kleine Unternehmen;WZ08-J;Information und Kommunikation;9229;.;175269;20605;117560;521;2972;7788;10502;59921;-;-;-;-;.;.;.;.;.;.;.;.
2008;Kleine Unternehmen;WZ08-L;Grundstücks- und Wohnungswesen;6856;.;74409;20422;274458;11308;151969;4475;13803;185501;-;-;-;-;.;.;.;.;.;.;.;.
2008;Kleine Unternehmen;WZ08-M;Freiberufliche, wiss. u. techn. Dienstleistungen;31247;.;522750;49131;93985;1940;3710;25514;26153;50029;-;-;-;-;.;.;.;.;.;.;.;.
2008;Kleine Unternehmen;WZ08-N;Sonstige wirtschaftliche Dienstleistungen;16736;.;333040;21522;64622;2001;6009;12477;11548;34673;-;-;-;-;.;.;.;.;.;.;.;.
2008;Kleine Unternehmen;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;-;.;-;-;-;-;-;-;-;-;-;-;-;-;.;.;.;.;.;.;.;.
2008;Kleine Unternehmen;;Insgesamt;280082;.;4873652;558036;114501;30804;6321;200143;215365;44190;-;-;-;-;.;.;.;.;.;.;.;.
2008;Mittlere Unternehmen;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;141;.;10617;1976;186133;183;17191;123;660;62144;-;-;-;-;.;.;.;.;.;.;.;.
2008;Mittlere Unternehmen;WZ08-C;Verarbeitendes Gewerbe;16813;.;1615803;254061;157235;9946;6155;15170;82883;51295;-;-;-;-;.;.;.;.;.;.;.;.
2008;Mittlere Unternehmen;WZ08-D;Energieversorgung;553;.;24941;13766;551943;1244;49888;505;3409;136682;-;-;-;-;.;.;.;.;.;.;.;.
2008;Mittlere Unternehmen;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;785;.;56984;13113;230113;1959;34386;721;5760;101085;-;-;-;-;.;.;.;.;.;.;.;.
2008;Mittlere Unternehmen;WZ08-F;Baugewerbe;3116;.;256153;37247;145410;934;3648;2798;20405;79658;-;-;-;-;.;.;.;.;.;.;.;.
2008;Mittlere Unternehmen;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;13227;.;732758;238214;325093;3103;4235;9854;38732;52858;-;-;-;-;.;.;.;.;.;.;.;.
2008;Mittlere Unternehmen;WZ08-H;Verkehr und Lagerei;4394;.;371233;46029;123990;3594;9681;3725;17305;46614;-;-;-;-;.;.;.;.;.;.;.;.
2008;Mittlere Unternehmen;WZ08-I;Gastgewerbe;2276;.;193855;8913;45980;374;1927;1849;4421;22804;-;-;-;-;.;.;.;.;.;.;.;.
2008;Mittlere Unternehmen;WZ08-J;Information und Kommunikation;2310;.;203974;30970;151832;924;4532;2063;15127;74163;-;-;-;-;.;.;.;.;.;.;.;.
2008;Mittlere Unternehmen;WZ08-L;Grundstücks- und Wohnungswesen;1415;.;55610;24164;434514;7848;141133;1197;14777;265731;-;-;-;-;.;.;.;.;.;.;.;.
2008;Mittlere Unternehmen;WZ08-M;Freiberufliche, wiss. u. techn. Dienstleistungen;3299;.;256144;38739;151240;1399;5461;2828;20424;79736;-;-;-;-;.;.;.;.;.;.;.;.
2008;Mittlere Unternehmen;WZ08-N;Sonstige wirtschaftliche Dienstleistungen;5999;.;605997;27299;45048;1911;3154;4653;16112;26587;-;-;-;-;.;.;.;.;.;.;.;.
2008;Mittlere Unternehmen;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;-;.;-;-;-;-;-;-;-;-;-;-;-;-;.;.;.;.;.;.;.;.
2008;Mittlere Unternehmen;;Insgesamt;54327;.;4384071;734492;167536;33420;7623;45484;240014;54747;-;-;-;-;.;.;.;.;.;.;.;.
2008;Großunternehmen;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;36;.;51665;10211;197641;948;18344;32;5117;99041;-;-;-;-;.;.;.;.;.;.;.;.
2008;Großunternehmen;WZ08-C;Verarbeitendes Gewerbe;5448;.;3973212;1477163;371781;46840;11789;5226;313233;78836;-;-;-;-;.;.;.;.;.;.;.;.
2008;Großunternehmen;WZ08-D;Energieversorgung;460;.;192169;342015;1779763;8408;43751;397;44176;229880;-;-;-;-;.;.;.;.;.;.;.;.
2008;Großunternehmen;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;177;.;78133;20452;261760;2054;26291;171;8341;106760;-;-;-;-;.;.;.;.;.;.;.;.
2008;Großunternehmen;WZ08-F;Baugewerbe;272;.;133159;30963;232527;788;5916;262;9532;71580;-;-;-;-;.;.;.;.;.;.;.;.
2008;Großunternehmen;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;3676;.;1971172;941828;477801;7734;3923;2940;108381;54983;-;-;-;-;.;.;.;.;.;.;.;.
2008;Großunternehmen;WZ08-H;Verkehr und Lagerei;911;.;906864;156474;172544;12119;13364;766;48551;53537;-;-;-;-;.;.;.;.;.;.;.;.
2008;Großunternehmen;WZ08-I;Gastgewerbe;176;.;153546;8860;57704;425;2770;134;4075;26541;-;-;-;-;.;.;.;.;.;.;.;.
2008;Großunternehmen;WZ08-J;Information und Kommunikation;581;.;497593;160627;322807;7987;16052;531;63371;127355;-;-;-;-;.;.;.;.;.;.;.;.
2008;Großunternehmen;WZ08-L;Grundstücks- und Wohnungswesen;213;.;69241;34955;504834;5910;85358;193;15398;222383;-;-;-;-;.;.;.;.;.;.;.;.
2008;Großunternehmen;WZ08-M;Freiberufliche, wiss. u. techn. Dienstleistungen;649;.;422661;69123;163541;2155;5098;556;32741;77464;-;-;-;-;.;.;.;.;.;.;.;.
2008;Großunternehmen;WZ08-N;Sonstige wirtschaftliche Dienstleistungen;1683;.;1264701;72630;57429;7818;6182;1393;39256;31040;-;-;-;-;.;.;.;.;.;.;.;.
2008;Großunternehmen;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;-;.;-;-;-;-;-;-;-;-;-;-;-;-;.;.;.;.;.;.;.;.
2008;Großunternehmen;;Insgesamt;14281;.;9714118;3325302;342316;103185;10622;12602;692172;71254;-;-;-;-;.;.;.;.;.;.;.;.
2008;Insgesamt;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;1720;.;76756;14591;190101;1383;18022;1188;6767;88164;-;-;-;-;.;.;.;.;.;.;.;.
2008;Insgesamt;WZ08-C;Verarbeitendes Gewerbe;195439;.;7102691;1871923;263551;62244;8763;136205;453762;63886;-;-;-;-;.;.;.;.;.;.;.;.
2008;Insgesamt;WZ08-D;Energieversorgung;1589;.;221450;357896;1616149;9935;44864;1364;48157;217462;-;-;-;-;.;.;.;.;.;.;.;.
2008;Insgesamt;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;4590;.;174701;42460;243045;6182;35388;4108;18771;107444;-;-;-;-;.;.;.;.;.;.;.;.
2008;Insgesamt;WZ08-F;Baugewerbe;236715;.;1582269;173087;109392;4188;2647;120485;82316;52024;-;-;-;-;.;.;.;.;.;.;.;.
2008;Insgesamt;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;453591;.;4952413;1490635;300992;15416;3113;133747;214325;43277;-;-;-;-;.;.;.;.;.;.;.;.
2008;Insgesamt;WZ08-H;Verkehr und Lagerei;89734;.;1850261;255716;138205;20757;11218;48681;91542;49475;-;-;-;-;.;.;.;.;.;.;.;.
2008;Insgesamt;WZ08-I;Gastgewerbe;173464;.;1370466;51324;37450;1831;1336;62302;24409;17811;-;-;-;-;.;.;.;.;.;.;.;.
2008;Insgesamt;WZ08-J;Information und Kommunikation;84064;.;1026124;224610;218891;9890;9638;46275;96243;93793;-;-;-;-;.;.;.;.;.;.;.;.
2008;Insgesamt;WZ08-L;Grundstücks- und Wohnungswesen;184528;.;491360;108924;221679;44166;89885;49306;65356;133010;-;-;-;-;.;.;.;.;.;.;.;.
2008;Insgesamt;WZ08-M;Freiberufliche, wiss. u. techn. Dienstleistungen;333445;.;1906040;205051;107579;7786;4085;175572;110402;57922;-;-;-;-;.;.;.;.;.;.;.;.
2008;Insgesamt;WZ08-N;Sonstige wirtschaftliche Dienstleistungen;118106;.;2451819;136256;55573;13222;5393;63956;75556;30816;-;-;-;-;.;.;.;.;.;.;.;.
2008;Insgesamt;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;-;.;-;-;-;-;-;-;-;-;-;-;-;-;.;.;.;.;.;.;.;.
2008;Insgesamt;;Insgesamt;1876986;.;23206349;4932472;212548;197002;8489;843188;1287605;55485;-;-;-;-;.;.;.;.;.;.;.;.
2009;Kleinstunternehmen;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;851;.;2367;253;107019;18;7574;330;95;40060;-;-;-;-;.;.;.;.;.;.;.;.
2009;Kleinstunternehmen;WZ08-C;Verarbeitendes Gewerbe;107254;.;376013;26993;71786;974;2590;55371;10909;29011;-;-;-;-;.;.;.;.;.;.;.;.
2009;Kleinstunternehmen;WZ08-D;Energieversorgung;227;.;506;214;423503;32;63431;144;63;124711;-;-;-;-;.;.;.;.;.;.;.;.
2009;Kleinstunternehmen;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;1542;.;5215;1351;259149;397;76189;1379;739;141645;-;-;-;-;.;.;.;.;.;.;.;.
2009;Kleinstunternehmen;WZ08-F;Baugewerbe;201635;.;580801;40244;69290;1083;1864;96318;15656;26955;-;-;-;-;.;.;.;.;.;.;.;.
2009;Kleinstunternehmen;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;470278;.;1387496;119248;85945;1867;1345;108604;32870;23690;-;-;-;-;.;.;.;.;.;.;.;.
2009;Kleinstunternehmen;WZ08-H;Verkehr und Lagerei;61430;.;190058;12291;64672;2417;12715;25776;7285;38330;-;-;-;-;.;.;.;.;.;.;.;.
2009;Kleinstunternehmen;WZ08-I;Gastgewerbe;171516;.;593254;18203;30684;510;859;51686;8580;14462;-;-;-;-;.;.;.;.;.;.;.;.
2009;Kleinstunternehmen;WZ08-J;Information und Kommunikation;71284;.;148232;12135;81865;393;2653;33742;7046;47533;-;-;-;-;.;.;.;.;.;.;.;.
2009;Kleinstunternehmen;WZ08-L;Grundstücks- und Wohnungswesen;164477;.;273543;28559;104402;10022;36639;37245;20022;73196;-;-;-;-;.;.;.;.;.;.;.;.
2009;Kleinstunternehmen;WZ08-M;Freiberufliche, wiss. u. techn. Dienstleistungen;302320;.;718094;46649;64963;1596;2223;133304;30361;42280;-;-;-;-;.;.;.;.;.;.;.;.
2009;Kleinstunternehmen;WZ08-N;Sonstige wirtschaftliche Dienstleistungen;98777;.;260959;14889;57054;1651;6328;46538;8623;33043;-;-;-;-;.;.;.;.;.;.;.;.
2009;Kleinstunternehmen;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;-;.;-;-;-;-;-;-;-;-;-;-;-;-;.;.;.;.;.;.;.;.
2009;Kleinstunternehmen;;Insgesamt;1651590;.;4536537;321030;70765;20960;4620;590437;142247;31356;-;-;-;-;.;.;.;.;.;.;.;.
2009;Kleine Unternehmen;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;638;.;11385;1778;156136;161;14109;595;745;65433;-;-;-;-;.;.;.;.;.;.;.;.
2009;Kleine Unternehmen;WZ08-C;Verarbeitendes Gewerbe;51295;.;1004857;102201;101707;3486;3469;39574;39355;39164;-;-;-;-;.;.;.;.;.;.;.;.
2009;Kleine Unternehmen;WZ08-D;Energieversorgung;390;.;3905;2079;532325;1019;260857;344;584;149479;-;-;-;-;.;.;.;.;.;.;.;.
2009;Kleine Unternehmen;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;2128;.;36350;7694;211671;1653;45486;1889;3965;109074;-;-;-;-;.;.;.;.;.;.;.;.
2009;Kleine Unternehmen;WZ08-F;Baugewerbe;35636;.;622339;59916;96276;1379;2216;27406;34274;55073;-;-;-;-;.;.;.;.;.;.;.;.
2009;Kleine Unternehmen;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;82338;.;1335023;221419;165854;2783;2084;46081;51116;38288;-;-;-;-;.;.;.;.;.;.;.;.
2009;Kleine Unternehmen;WZ08-H;Verkehr und Lagerei;20941;.;392647;36755;93608;2652;6755;14922;17032;43378;-;-;-;-;.;.;.;.;.;.;.;.
2009;Kleine Unternehmen;WZ08-I;Gastgewerbe;41444;.;779525;23008;29516;789;1012;26281;11725;15041;-;-;-;-;.;.;.;.;.;.;.;.
2009;Kleine Unternehmen;WZ08-J;Information und Kommunikation;9388;.;178955;20282;113336;484;2703;7754;10049;56156;-;-;-;-;.;.;.;.;.;.;.;.
2009;Kleine Unternehmen;WZ08-L;Grundstücks- und Wohnungswesen;6591;.;67823;19933;293902;7212;106332;4195;12701;187272;-;-;-;-;.;.;.;.;.;.;.;.
2009;Kleine Unternehmen;WZ08-M;Freiberufliche, wiss. u. techn. Dienstleistungen;31655;.;539289;46813;86806;1469;2724;25529;28366;52598;-;-;-;-;.;.;.;.;.;.;.;.
2009;Kleine Unternehmen;WZ08-N;Sonstige wirtschaftliche Dienstleistungen;17656;.;356817;20900;58574;1642;4602;12198;11027;30905;-;-;-;-;.;.;.;.;.;.;.;.
2009;Kleine Unternehmen;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;-;.;-;-;-;-;-;-;-;-;-;-;-;-;.;.;.;.;.;.;.;.
2009;Kleine Unternehmen;;Insgesamt;300101;.;5328915;562780;105609;24728;4640;206767;220939;41460;-;-;-;-;.;.;.;.;.;.;.;.
2009;Mittlere Unternehmen;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;140;.;10418;2030;194830;178;17043;128;743;71278;-;-;-;-;.;.;.;.;.;.;.;.
2009;Mittlere Unternehmen;WZ08-C;Verarbeitendes Gewerbe;16338;.;1575379;227634;144495;7900;5015;14712;73229;46484;-;-;-;-;.;.;.;.;.;.;.;.
2009;Mittlere Unternehmen;WZ08-D;Energieversorgung;564;.;24362;13606;558512;1135;46584;515;3551;145759;-;-;-;-;.;.;.;.;.;.;.;.
2009;Mittlere Unternehmen;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;768;.;59310;13018;219495;1887;31823;721;5701;96125;-;-;-;-;.;.;.;.;.;.;.;.
2009;Mittlere Unternehmen;WZ08-F;Baugewerbe;3207;.;265399;39177;147616;939;3540;2875;22110;83307;-;-;-;-;.;.;.;.;.;.;.;.
2009;Mittlere Unternehmen;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;20480;.;1135736;321479;283058;3415;3007;14144;59343;52251;-;-;-;-;.;.;.;.;.;.;.;.
2009;Mittlere Unternehmen;WZ08-H;Verkehr und Lagerei;4245;.;365676;43225;118205;1886;5157;3403;16110;44056;-;-;-;-;.;.;.;.;.;.;.;.
2009;Mittlere Unternehmen;WZ08-I;Gastgewerbe;4092;.;340480;13053;38336;687;2017;3323;6353;18660;-;-;-;-;.;.;.;.;.;.;.;.
2009;Mittlere Unternehmen;WZ08-J;Information und Kommunikation;2363;.;206192;30582;148319;1234;5983;2087;14508;70363;-;-;-;-;.;.;.;.;.;.;.;.
2009;Mittlere Unternehmen;WZ08-L;Grundstücks- und Wohnungswesen;1379;.;52135;24640;472626;7601;145798;1145;14831;284477;-;-;-;-;.;.;.;.;.;.;.;.
2009;Mittlere Unternehmen;WZ08-M;Freiberufliche, wiss. u. techn. Dienstleistungen;3171;.;263101;35901;136454;1054;4007;2718;17378;66051;-;-;-;-;.;.;.;.;.;.;.;.
2009;Mittlere Unternehmen;WZ08-N;Sonstige wirtschaftliche Dienstleistungen;5958;.;587966;25693;43698;1533;2608;4455;14936;25404;-;-;-;-;.;.;.;.;.;.;.;.
2009;Mittlere Unternehmen;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;-;.;-;-;-;-;-;-;-;-;-;-;-;-;.;.;.;.;.;.;.;.
2009;Mittlere Unternehmen;;Insgesamt;62706;.;4886154;790038;161689;29449;6027;50226;248795;50918;-;-;-;-;.;.;.;.;.;.;.;.
2009;Großunternehmen;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;31;.;48488;8139;167859;1092;22517;29;4040;83320;-;-;-;-;.;.;.;.;.;.;.;.
2009;Großunternehmen;WZ08-C;Verarbeitendes Gewerbe;4921;.;3743221;1191543;318320;35855;9579;4674;258015;68929;-;-;-;-;.;.;.;.;.;.;.;.
2009;Großunternehmen;WZ08-D;Energieversorgung;491;.;195346;364665;1866763;9146;46818;443;44892;229809;-;-;-;-;.;.;.;.;.;.;.;.
2009;Großunternehmen;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;164;.;76044;17447;229439;1726;22691;160;7714;101445;-;-;-;-;.;.;.;.;.;.;.;.
2009;Großunternehmen;WZ08-F;Baugewerbe;267;.;133402;28960;217091;680;5099;249;9548;71576;-;-;-;-;.;.;.;.;.;.;.;.
2009;Großunternehmen;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;3926;.;2116155;929034;439020;8182;3867;3103;118031;55776;-;-;-;-;.;.;.;.;.;.;.;.
2009;Großunternehmen;WZ08-H;Verkehr und Lagerei;872;.;897937;138876;154661;12548;13975;702;46031;51263;-;-;-;-;.;.;.;.;.;.;.;.
2009;Großunternehmen;WZ08-I;Gastgewerbe;250;.;175626;8800;50104;293;1671;206;4361;24829;-;-;-;-;.;.;.;.;.;.;.;.
2009;Großunternehmen;WZ08-J;Information und Kommunikation;559;.;462168;156188;337946;7586;16415;508;61614;133316;-;-;-;-;.;.;.;.;.;.;.;.
2009;Großunternehmen;WZ08-L;Grundstücks- und Wohnungswesen;209;.;65593;32062;488808;7598;115837;184;12071;184030;-;-;-;-;.;.;.;.;.;.;.;.
2009;Großunternehmen;WZ08-M;Freiberufliche, wiss. u. techn. Dienstleistungen;604;.;407309;84145;206588;2209;5423;525;27703;68015;-;-;-;-;.;.;.;.;.;.;.;.
2009;Großunternehmen;WZ08-N;Sonstige wirtschaftliche Dienstleistungen;1608;.;1227454;69912;56957;5610;4570;1332;36637;29848;-;-;-;-;.;.;.;.;.;.;.;.
2009;Großunternehmen;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;-;.;-;-;-;-;-;-;-;-;-;-;-;-;.;.;.;.;.;.;.;.
2009;Großunternehmen;;Insgesamt;13904;.;9548742;3029771;317295;92525;9690;12114;630658;66046;-;-;-;-;.;.;.;.;.;.;.;.
2009;Insgesamt;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;1660;.;72658;12200;167907;1448;19927;1082;5622;77381;-;-;-;-;.;.;.;.;.;.;.;.
2009;Insgesamt;WZ08-C;Verarbeitendes Gewerbe;179808;.;6699470;1548370;231118;48215;7197;114330;381508;56946;-;-;-;-;.;.;.;.;.;.;.;.
2009;Insgesamt;WZ08-D;Energieversorgung;1672;.;224119;380564;1698045;11331;50559;1446;49090;219036;-;-;-;-;.;.;.;.;.;.;.;.
2009;Insgesamt;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;4602;.;176919;39511;223331;5664;32013;4149;18119;102414;-;-;-;-;.;.;.;.;.;.;.;.
2009;Insgesamt;WZ08-F;Baugewerbe;240745;.;1601940;168298;105059;4081;2548;126848;81588;50931;-;-;-;-;.;.;.;.;.;.;.;.
2009;Insgesamt;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;577022;.;5974409;1591180;266333;16246;2719;171932;261360;43747;-;-;-;-;.;.;.;.;.;.;.;.
2009;Insgesamt;WZ08-H;Verkehr und Lagerei;87489;.;1846319;231147;125194;19503;10563;44802;86458;46827;-;-;-;-;.;.;.;.;.;.;.;.
2009;Insgesamt;WZ08-I;Gastgewerbe;217302;.;1888884;63064;33387;2278;1206;81496;31018;16422;-;-;-;-;.;.;.;.;.;.;.;.
2009;Insgesamt;WZ08-J;Information und Kommunikation;83594;.;995546;219187;220168;9697;9740;44092;93218;93635;-;-;-;-;.;.;.;.;.;.;.;.
2009;Insgesamt;WZ08-L;Grundstücks- und Wohnungswesen;172656;.;459094;105195;229135;32433;70646;42769;59626;129877;-;-;-;-;.;.;.;.;.;.;.;.
2009;Insgesamt;WZ08-M;Freiberufliche, wiss. u. techn. Dienstleistungen;337751;.;1927794;213509;110753;6328;3283;162076;103808;53848;-;-;-;-;.;.;.;.;.;.;.;.
2009;Insgesamt;WZ08-N;Sonstige wirtschaftliche Dienstleistungen;123999;.;2433196;131393;54000;10437;4289;64522;71224;29272;-;-;-;-;.;.;.;.;.;.;.;.
2009;Insgesamt;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;-;.;-;-;-;-;-;-;-;-;-;-;-;-;.;.;.;.;.;.;.;.
2009;Insgesamt;;Insgesamt;2028301;.;24300348;4703618;193562;167662;6900;859543;1242639;51137;-;-;-;-;.;.;.;.;.;.;.;.
2010;Kleinstunternehmen;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;1019;.;4146;499;120403;28;6648;473;196;47268;-;-;-;-;.;.;.;.;.;.;.;.
2010;Kleinstunternehmen;WZ08-C;Verarbeitendes Gewerbe;128757;.;502112;34684;69077;1289;2567;73167;15258;30387;-;-;-;-;.;.;.;.;.;.;.;.
2010;Kleinstunternehmen;WZ08-D;Energieversorgung;247;.;465;220;472153;417;897465;176;42;89678;-;-;-;-;.;.;.;.;.;.;.;.
2010;Kleinstunternehmen;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;1504;.;4984;1326;266058;382;76571;1338;711;142618;-;-;-;-;.;.;.;.;.;.;.;.
2010;Kleinstunternehmen;WZ08-F;Baugewerbe;199317;.;588595;42221;71732;1264;2148;105138;17443;29635;-;-;-;-;.;.;.;.;.;.;.;.
2010;Kleinstunternehmen;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;453825;.;1323542;121896;92099;2414;1824;132312;28758;21728;-;-;-;-;.;.;.;.;.;.;.;.
2010;Kleinstunternehmen;WZ08-H;Verkehr und Lagerei;61105;.;188544;12469;66131;2535;13448;25129;6017;31912;-;-;-;-;.;.;.;.;.;.;.;.
2010;Kleinstunternehmen;WZ08-I;Gastgewerbe;168543;.;594250;17665;29727;669;1125;70850;7684;12931;-;-;-;-;.;.;.;.;.;.;.;.
